Time Stamp,Region,Latitude,Longitude,Number of cases
12-20-2020,Clearwater at South Bay,33.824079,-118.343201,29
12-20-2020,Home Depot - Hyde Park #1039,34.199621,-118.383808,9
12-20-2020,LAPD Newton Community Police Station,34.119495,-118.249796,8
12-20-2020,Vallarta Supermarket #25,34.027840999999995,-118.200172,7
12-20-2020,Mercury Air Cargo Building 216,33.932382000000004,-118.390343,6
12-20-2020,LAPD 77th Street Community Police Station,33.970484,-118.277388,4
12-20-2020,LAPD Headquarters,34.052572,-118.240826,3
12-20-2020,Mercury Air Cargo Building 213,33.932382000000004,-118.390343,2
12-20-2020,"Whole Foods Market, 23rd & Wilshire Blvd",34.033196999999994,-118.481345,1
12-20-2020,LA County DPSS - Metro Special 70,34.026309000000005,-118.272736,1
12-20-2020,American Martyrs Preschool,33.891152000000005,-118.404598,0
12-20-2020,Cannasafe,34.198264,-118.493042,0
12-20-2020,Carmax,34.596529,-118.138085,0
12-20-2020,CEMCO,34.058206,-118.05319,0
12-20-2020,Century 21 All Stars,33.959169,-118.106469,0
12-20-2020,Chabalitas Restaurant,34.265778999999995,-118.422218,0
12-20-2020,"Chevrolet, George",33.879118,-118.141694,0
12-20-2020,"Chevrolet, Felix",34.021777,-118.279008,0
12-20-2020,"Calvin Klein #65, Citadel Outlets",34.006249,-118.152522,0
12-20-2020,Chick-Fil-A Azusa,34.186771,-118.62302,0
12-20-2020,Chick-Fil-A Victory & Fallbrook,34.186771,-118.62302,0
12-20-2020,Chipotle - Baldwin Park,34.187096000000004,-118.417131,0
12-20-2020,Citibank,34.186992,-118.416588,0
12-20-2020,"Campus Residential Dining, UCLA",34.070306,-118.450112,0
12-20-2020,Bobs Hawaiian Restaurant,33.886014,-118.308875,0
12-20-2020,California Bear Credit Union,34.049939,-118.246953,0
12-20-2020,"American Nuts, LLC",34.30624,-118.466643,0
12-20-2020,Woodruff Care Home,33.884988,-118.118021,0
12-20-2020,99 Cents Only Stores Warehouse and Corporate Office,34.016277,-118.1894,0
12-20-2020,"AA Meat, Inc.",34.004892,-118.132383,0
12-20-2020,ABM Industries - Century Park,34.058662,-118.413052,0
12-20-2020,"Amazon Bookstore, Los Cerritos - JFN3",33.861259000000004,-118.093577,0
12-20-2020,Amazon DPS1,34.063244,-118.445679,0
12-20-2020,America's Job Centers of California,34.020428,-118.155813,0
12-20-2020,AutoNation Toyota Cerritos,33.862143,-118.098583,0
12-20-2020,"Bon Appetit, 50th St",33.995889,-118.189846,0
12-20-2020,AVO American Vegetable Oils,33.989917,-118.127975,0
12-20-2020,Barone's,34.179121,-118.432155,0
12-20-2020,Bell Police Department,33.979161,-118.188518,0
12-20-2020,Best Buy West Hollywood,34.089337,-118.344646,0
12-20-2020,Bimbo Bakery - South Gate,33.945797,-118.185023,0
12-20-2020,BMW of Long Beach,33.811972,-118.165832,0
12-20-2020,Climb Adult Day Care,34.161281,-118.072177,0
12-20-2020,Clementine Foods LLC,34.060259,-118.42089,0
12-20-2020,"Consolidated Disposal Services, LLC",33.896818,-118.268474,0
12-20-2020,Command Packing,34.007513,-118.19551,0
12-20-2020,Gardena Police Department,33.883225,-118.307488,0
12-20-2020,"Flores Design Fine Furniture, Inc.",34.001132,-118.22478,0
12-20-2020,Food 4 Less #314,34.559796,-118.086264,0
12-20-2020,Food 4 Less #360,34.559796,-118.086264,0
12-20-2020,Forever 21,34.036424,-118.08378700000002,0
12-20-2020,Forever 21 - Montebello,34.036424,-118.08378700000002,0
12-20-2020,Four Points By Sheraton LAX,33.947886,-118.384999,0
12-20-2020,Frida Mexican Cuisine - Beverly Hills,34.063697999999995,-118.398807,0
12-20-2020,Gibson Overseas,33.996845,-118.132601,0
12-20-2020,Compton Fire Department - Fire Station 1,33.894901000000004,-118.226742,0
12-20-2020,Good American,34.046059,-118.247158,0
12-20-2020,Goodwill Industries,34.05636,-118.26852,0
12-20-2020,Grace Community Church,34.220774,-118.421668,0
12-20-2020,Hank's Pacific Palisades,34.048252000000005,-118.525217,0
12-20-2020,Harley-Davidson of Glendale,34.679857,-118.163345,0
12-20-2020,Harvest Farms Plant B,34.700723,-118.134926,0
12-20-2020,Hawthorne Police Department,33.919647,-118.353198,0
12-20-2020,FedEx Ground Arcadia,33.841092,-118.262202,0
12-20-2020,"Fashion Nova Logistics, Inc.",34.002405,-118.21883,0
12-20-2020,Farmer Boys Restaurant,33.916557,-118.050432,0
12-20-2020,Fairmont Miramar Hotel & Bungalows,34.017846,-118.50168700000002,0
12-20-2020,Windsor Terrace Healthcare Center (2),34.206137,-118.466569,0
12-20-2020,Corn Maiden Foods,33.804229,-118.299417,0
12-20-2020,Covina Police Department,34.089856,-117.888778,0
12-20-2020,CrossFit Whittier,33.979422,-118.046016,0
12-20-2020,Curacao #1,34.224447999999995,-118.449142,0
12-20-2020,Curacao #2,34.224447999999995,-118.449142,0
12-20-2020,CVS - Workman St,34.073989000000005,-118.214649,0
12-20-2020,"Day-Lee Foods, Inc.",33.891764,-118.053178,0
12-20-2020,DHL Global Mail,33.891815,-118.367208,0
12-20-2020,Dimetri Gardikas,33.896578000000005,-118.038504,0
12-20-2020,"Dodge Chrysler Jeep Ram, Hunter",34.279695000000004,-118.438838,0
12-20-2020,"Dodge Chrysler Jeep Ram, Rydell",34.279695000000004,-118.438838,0
12-20-2020,Downey Fire Department - Fire Station 3,33.955324,-118.128317,0
12-20-2020,El Monte Police Department,34.071543,-118.030431,0
12-20-2020,Everson Spice,33.805765,-118.174655,0
12-20-2020,Woodland Care Center,34.200104,-118.561651,0
12-20-2020,Windsor Palms Care Center of Artesia,33.872686,-118.079114,0
12-20-2020,Windsor Terrace Healthcare Center (1),34.206137,-118.466569,0
12-20-2020,The Care Center on Hazeltine (Previously Van Nuys Health Care Center),34.194973,-118.44051,0
12-20-2020,Studio Royale Retirement Home Assisted Living,34.016061,-118.430638,0
12-20-2020,Sunny Village Care Center,34.07626,-118.141563,0
12-20-2020,Sunnyview Care Center,34.039773,-118.303172,0
12-20-2020,Sunray Health Care Center,34.046895,-118.312178,0
12-20-2020,Sunrise at Sterling Canyon,34.401225,-118.551885,0
12-20-2020,Sunrise of Beverly Hills,34.073638,-118.399088,0
12-20-2020,Sunrise of Claremont,34.121223,-117.737368,0
12-20-2020,Sunrise of Hermosa Beach,33.868696,-118.394664,0
12-20-2020,Sunrise of Playa Vista,33.973606,-118.428115,0
12-20-2020,Sunrise of Santa Monica,34.025535999999995,-118.486071,0
12-20-2020,Sunrise of Woodland Hills (1),34.168598,-118.57878999999998,0
12-20-2020,Sunrise of Woodland Hills (2),34.168598,-118.57878999999998,0
12-20-2020,Sylmar Health and Rehabilitation Center,34.280971,-118.403061,0
12-20-2020,Tarzana Health and Rehabilitation Center,34.173971,-118.53579,0
12-20-2020,Temple Park Convalescent Hospital,34.072009,-118.272657,0
12-20-2020,The Canterbury,33.769003000000005,-118.37809,0
12-20-2020,The Canterbury (RCFE),33.769003000000005,-118.37809,0
12-20-2020,Studio City Rehabilitation Center,34.139917,-118.379811,0
12-20-2020,Stoney Point Healthcare Center,34.255164,-118.605085,0
12-20-2020,St. John of God Retirement and Care Center (SNF),34.033196999999994,-118.310817,0
12-20-2020,Shalom Garden 3,34.085006,-118.369445,0
12-20-2020,Santa Anita Convalescent Hospital,34.1022,-118.044961,0
12-20-2020,Santa Anita Retirement & Assisted Living Center,34.103678,-118.045608,0
12-20-2020,Santa Clarita Post Acute Care Center SNF,34.371695,-118.517411,0
12-20-2020,Santa Fe Heights Healthcare Center LLC,33.913436,-118.217668,0
12-20-2020,Shadow Hills Convalescent Hospital,34.259885,-118.339426,0
12-20-2020,Shalev Senior Living 4,34.184363,-118.433779,0
12-20-2020,Shalom Garden 2,34.085006,-118.369445,0
12-20-2020,Sharon Care Center,34.072497,-118.36752,0
12-20-2020,Southland Care Center,33.926555,-118.099691,0
12-20-2020,Sherman Oaks Congregate Center,34.15130300000001,-118.452468,0
12-20-2020,Silverado Beverly Place,34.077058,-118.362393,0
12-20-2020,Silverado Sierra Vista Memory Care Community,34.147296000000004,-117.907894,0
12-20-2020,Skyline Healthcare Center - Los Angeles,34.108634,-118.270797,0
12-20-2020,Solheim Senior Community (SNF),34.13778,-118.215696,0
12-20-2020,South Pasadena Care Center,34.116178000000005,-118.158193,0
12-20-2020,"Southern California Hospital, Culver City (Acute Rehab Unit)",34.023065,-118.397648,0
12-20-2020,The Care Center on Hazeltine (Previously Van Nuys Health Care Center),34.18906,-118.446311,0
12-20-2020,The Commons at Woodland Hills,34.153814000000004,-118.645067,0
12-20-2020,Hollywood Family Source Center (Volunteers of America of Los Angeles),33.892605,-118.160361,0
12-20-2020,The Dream Center,33.961933,-118.421424,0
12-20-2020,View Park Convalescent Hospital,34.007375,-118.340642,0
12-20-2020,Villa Elena Healthcare Center,33.910916,-118.098311,0
12-20-2020,Virgil Rehabilitation and Skilled Nursing Center,34.089438,-118.287597,0
12-20-2020,Watts Health Foundation Uhuru House,33.966376000000004,-118.283078,0
12-20-2020,Wellsprings Post Acute Center,34.690674,-118.157572,0
12-20-2020,West Hills Health and Rehabilitation Center,34.215206,-118.605599,0
12-20-2020,West Valley Post Acute (1),34.198873,-118.615272,0
12-20-2020,West Valley Post Acute (2),34.198873,-118.615272,0
12-20-2020,Whittier Glen Assisted Living,33.939404,-117.98149,0
12-20-2020,Whittier Hills Health Care Center,33.941722,-117.98402,0
12-20-2020,"Whittier Nursing and Wellness Center, Inc.",33.969295,-118.032383,0
12-20-2020,Whittier Pacific Care Center,33.971309000000005,-118.041898,0
12-20-2020,Windsor Care Center of Cheviot Hills,34.025864,-118.40849,0
12-20-2020,Windsor Gardens Convalescent Center of Hawthorne,33.904702,-118.332092,0
12-20-2020,Windsor Gardens Convalescent Hospital (1),34.055989000000004,-118.322507,0
12-20-2020,Windsor Gardens Convalescent Hospital (2),34.055989000000004,-118.322507,0
12-20-2020,Windsor Gardens Healthcare Center of The Valley,34.186352,-118.416588,0
12-20-2020,Veterans Home of California - West Los Angeles,33.948307,-118.397132,0
12-20-2020,Veterans Home of California - Lancaster,34.057790000000004,-118.462924,0
12-20-2020,Velma's Guest Home,33.915251,-118.158883,0
12-20-2020,The Rehabilitation Center of Santa Monica,34.028991,-118.480928,0
12-20-2020,The Earlwood,33.840691,-118.357215,0
12-20-2020,The Ellison John Transitional Care Center,34.678627,-118.146836,0
12-20-2020,The Gardens at Park Balboa,34.171004,-118.443977,0
12-20-2020,The Gardens at Park Balboa,34.198751,-118.456906,0
12-20-2020,The Heights at Burbank,34.158121,-118.331326,0
12-20-2020,The Kensington Redondo Beach,33.828514,-118.386398,0
12-20-2020,The Kensington Sierra Madre,34.162188,-118.057614,0
12-20-2020,The Royal Garden Board and Care,34.182874,-118.420584,0
12-20-2020,VB Care Homes,33.981942,-117.878876,0
12-20-2020,The Terraces at Park Marino,34.170196000000004,-118.096332,0
12-20-2020,The Village at Northridge (1),34.238035,-118.561371,0
12-20-2020,The Village at Northridge (2),34.238035,-118.561371,0
12-20-2020,Topanga Terrace Convalescent Center (1),34.2206,-118.608724,0
12-20-2020,Topanga Terrace Convalescent Center (2),34.2206,-118.608724,0
12-20-2020,Twin Towers Correctional Facility,34.058396,-118.231413,0
12-20-2020,Valley Vista Nursing and Transitional Care LLC,34.181926000000004,-118.369758,0
12-20-2020,Henkel Corp.,33.987602,-118.386332,0
12-20-2020,Homeboy Industries,34.062276000000004,-118.235776,0
12-20-2020,Home Depot - Alhambra #6610,33.987459,-118.311991,0
12-20-2020,Starbucks Mission Hills,34.272452,-118.468094,0
12-20-2020,Seafood City Supermarket,34.071861,-118.291101,0
12-20-2020,"See's Candy, Inc. (Manufacturing)",34.025328,-118.372711,0
12-20-2020,"Southwest Airlines, Hollywood Burbank Airport",34.196651,-118.353957,0
12-20-2020,Sprouts Farmers Market #411,34.028015,-118.393902,0
12-20-2020,St. Peter Chanel Parish,33.835719,-118.075893,0
12-20-2020,Staples #1499 Koreatown,34.063851,-118.292594,0
12-20-2020,Star Nail / Cuccio,34.446518,-118.628889,0
12-20-2020,Starbucks Montebello,34.014425,-118.130358,0
12-20-2020,Target - Van Nuys #1309,34.212657,-118.4596,0
12-20-2020,Stonefire Grill #2,34.187256,-118.623801,0
12-20-2020,Subway,34.161024,-118.44826299999998,0
12-20-2020,"Super A Foods, Los Angeles",34.103456,-118.235908,0
12-20-2020,Superior Court of California - Stanley Mosk Courthouse,34.055453,-118.247121,0
12-20-2020,Target - Alhambra,34.174978,-118.466606,0
12-20-2020,Target - La Cienega Blvd,34.200311,-118.457779,0
12-20-2020,Target - Van Nuys #1307,34.090046,-118.344442,0
12-20-2020,"Sea Win, Inc.",34.041487,-118.241374,0
12-20-2020,Sam's Club #26,34.093754,-118.028722,0
12-20-2020,Salvation Army Retail Store,34.046353,-118.281162,0
12-20-2020,RTC Aerospace,34.03501,-118.45186499999998,0
12-20-2020,Panda Express #2521,34.222063,-118.397632,0
12-20-2020,Paramount Exclusive Insurance,34.154819,-118.476362,0
12-20-2020,Parkhouse Tires,33.95386,-118.160093,0
12-20-2020,"Pinto Express, Inc.",33.877094,-118.239971,0
12-20-2020,PLS Cash Checking,34.043351,-118.284317,0
12-20-2020,Pomona Police Department,34.054756,-117.753961,0
12-20-2020,Popcornopolis LLC,33.988415,-118.210378,0
12-20-2020,Premier Auto Credit,34.188917,-118.448346,0
12-20-2020,R3 Los Angeles,33.859594,-118.071081,0
12-20-2020,"Rancho Foods, Inc.",34.008689000000004,-118.226989,0
12-20-2020,Reynaldo's Mexican Food Co.,34.006228,-118.214293,0
12-20-2020,"Ritz Flooring, Inc.",34.185982,-118.450422,0
12-20-2020,Rose Hills Memorial Park and Mortuary,34.015572,-118.040454,0
12-20-2020,Rowland Unified District Office - Fiscal Department,33.983406,-117.888359,0
12-20-2020,Royal Truck Body,33.80547,-118.273535,0
12-20-2020,Target - West Hollywood,34.090046,-118.344442,0
12-20-2020,The Bicycle Hotel & Casino,33.966264,-118.1658,0
12-20-2020,Home Depot - North Hollywood #6613,34.213953000000004,-118.445642,0
12-20-2020,Veggie Grill - Toluca Lake,34.152,-118.346557,0
12-20-2020,VACCO Industries,34.047133,-118.044463,0
12-20-2020,Vallarta Supermarket #08,34.236677,-118.466445,0
12-20-2020,Vallarta Supermarket #26,34.2335,-118.439652,0
12-20-2020,Vallarta Supermarkets Corporate Office,34.255029,-118.410842,0
12-20-2020,Valley Thrift Store - Azusa,34.134128999999994,-117.915802,0
12-20-2020,Value Valley Center,34.186285,-118.430105,0
12-20-2020,Vance & Hines,33.903095,-118.036843,0
12-20-2020,Velvet LLC,34.026442,-118.386765,0
12-20-2020,The Habit Burger Grill - Chatsworth,33.937383000000004,-118.126595,0
12-20-2020,Vista Sotheby's International Realty,33.772219,-118.37138,0
12-20-2020,Volvo Santa Monica,34.026453000000004,-118.483423,0
12-20-2020,WebCor General Contractor,34.073473,-118.216338,0
12-20-2020,Wells Fargo Bank - El Monte,34.15608,-118.7571,0
12-20-2020,Western Bagel,34.043762,-118.454394,0
12-20-2020,"Whole Foods Market, Sherman Oaks",34.412517,-118.555965,0
12-20-2020,YMI Jeanswear,34.030408,-118.222193,0
12-20-2020,USC Hotel,34.019321999999995,-118.281244,0
12-20-2020,UCLA Research Support Unit,34.071583000000004,-118.445356,0
12-20-2020,Truman House Tavern,34.281988,-118.440223,0
12-20-2020,Trader Joe's Los Angeles - Glendon Ave,34.062317,-118.443791,0
12-20-2020,The Habit Burger Grill - Diamond Bar,34.07724,-118.264608,0
12-20-2020,The Habit Burger Grill - Echo Park,34.07724,-118.264608,0
12-20-2020,The Habit Burger Grill - Downey,33.952403000000004,-118.183919,0
12-20-2020,The Habit Burger Grill - South Gate,33.952403000000004,-118.183919,0
12-20-2020,The Line Hotel,34.062258,-118.301127,0
12-20-2020,The Matian Firm,34.246253,-118.53701,0
12-20-2020,The Salvation Army Siemon Family Community Center,33.97008,-118.2567,0
12-20-2020,Time Tec Watch Service Center,34.046569,-118.254243,0
12-20-2020,Toyota of Culver City,34.026002000000005,-118.391925,0
12-20-2020,"Toyota of Downey, Penske",33.932548,-118.120306,0
12-20-2020,Toyota of Lancaster,34.66992800000001,-118.152652,0
12-20-2020,"Toyota, Frontier",34.418211,-118.549789,0
12-20-2020,"Toyota, Longo",34.068982,-118.02213799999998,0
12-20-2020,Trader Joe's Glendale,34.182343,-118.395779,0
12-20-2020,Trader Joe's North Hollywood,34.182343,-118.395779,0
12-20-2020,Packaging Corporation of America,33.986743,-118.14229,0
12-20-2020,Onstage Dance Center,33.929505,-118.117218,0
12-20-2020,Northeast Valley Health Center - Call Center,34.284913,-118.428676,0
12-20-2020,LA County Department of Public Works (RD339),34.141565,-118.702754,0
12-20-2020,Kohl's Redondo Beach,34.411322,-118.557768,0
12-20-2020,Kohl's Valencia,34.11375,-117.762784,0
12-20-2020,L & L Hawaiian Barbecue,33.930543,-118.41552,0
12-20-2020,LA Airforce Base,34.099647,-118.328948,0
12-20-2020,LA City Parks - The Kleimer Building,34.134409000000005,-118.27279,0
12-20-2020,LA County DCFS - Covina Annex Regional Office,34.071034999999995,-117.940334,0
12-20-2020,LA County DCFS - Lancaster,34.698725,-118.139947,0
12-20-2020,"LA County DPSS - Warehouse, Logistics, and Asset Management Section",33.952711,-118.054557,0
12-20-2020,Nordstrom #322,33.863484,-118.093765,0
12-20-2020,LA County Edmund D. Edelman Children's Court,34.058079,-118.166481,0
12-20-2020,"LA County Fire Department - Battalion 11 (Fire Stations 84, 130)",34.647154,-118.219586,0
12-20-2020,LA County Library,33.916712,-118.06958600000002,0
12-20-2020,LA County Sheriff's Department - Shooting Range,33.970343,-118.446226,0
12-20-2020,LA County Sheriff's Department Academy,33.970343,-118.446226,0
12-20-2020,La Mesa at Le Jardin,34.096933,-118.32916000000002,0
12-20-2020,LADWP - John Ferraro Bldg Ste A17,34.058640000000004,-118.249477,0
12-20-2020,King's Hawaiian Manufacturing Plant,33.856086,-118.304602,0
12-20-2020,Josie Maran Cosmetics,34.087914000000005,-118.330234,0
12-20-2020,Jo's Candies LLC,33.810488,-118.330064,0
12-20-2020,Jiffy Lube,33.944937,-118.213891,0
12-20-2020,Home Depot - Panorama City #6644,34.213953000000004,-118.445642,0
12-20-2020,Royalwood Care Center,33.822924,-118.339858,0
12-20-2020,"Honda Performance Development, Inc.",34.430948,-118.577204,0
12-20-2020,"Honda, Goudy",34.090906,-118.139164,0
12-20-2020,Iglesia Bautista Hollydale,33.915182,-118.169707,0
12-20-2020,In-N-Out Burger - Palmdale,34.152101,-118.448283,0
12-20-2020,In-N-Out Burger - Sherman Oaks,34.152101,-118.448283,0
12-20-2020,Infiniti of Valencia,34.418181,-118.555368,0
12-20-2020,International Paper Co. - Santa Fe Springs #1,33.945995,-118.096992,0
12-20-2020,International Paper Co. - Santa Fe Springs #2,33.945995,-118.096992,0
12-20-2020,LA County DCFS - Santa Fe Springs,33.945995,-118.096992,0
12-20-2020,Jack in The Box #5309,33.896446000000005,-118.252282,0
12-20-2020,Jamba Juice Compton,33.87816,-118.220739,0
12-20-2020,"JCPenney, Northridge Fashion Center",34.238566,-118.55583,0
12-20-2020,Jersey Mike's - Santa Clarita,34.393888000000004,-118.466318,0
12-20-2020,LAFD Fire Station 1,34.075371999999994,-118.217682,0
12-20-2020,LAFD Fire Station 25,34.031075,-118.207729,0
12-20-2020,LAFD Fire Station 91,34.308771,-118.44786299999998,0
12-20-2020,McDonald's #5213,33.948322,-118.006347,0
12-20-2020,McDonald's #25565,34.274469,-118.412115,0
12-20-2020,"MCI Foods, Inc.",33.891791,-118.054921,0
12-20-2020,MDR Fertility Pharmacy - Encino,34.160387,-118.5051,0
12-20-2020,MedReach Ambulance,33.870541,-118.24503,0
12-20-2020,Mejuri,34.083271999999994,-118.373383,0
12-20-2020,Metropolitan Courthouse,34.03136,-118.26769,0
12-20-2020,Michaels Arts and Craft Store - Burbank,34.188593,-118.328412,0
12-20-2020,"Micronova Manufacturing, Inc.",33.809335,-118.339813,0
12-20-2020,Milo Sro Restaurant,34.012433,-118.481935,0
12-20-2020,National Notary Association,34.240419,-118.587116,0
12-20-2020,National Rent A Car (Enterprise),34.094306,-118.241147,0
12-20-2020,NBC Universal - Mr. Mayer Production,34.138102,-118.353254,0
12-20-2020,NBC Universal Stage 1,34.138102,-118.353254,0
12-20-2020,Nissan of Universal City,34.133586,-118.356476,0
12-20-2020,Nissan of West Covina,34.073987,-117.891367,0
12-20-2020,McDonald's #14473,34.033015,-118.183822,0
12-20-2020,"Vernon Sales, Inc.",33.999035,-118.242865,0
12-20-2020,LAFD Fire Station 94,34.017396999999995,-118.34521399999998,0
12-20-2020,"Signal Products, Inc.",33.999035,-118.242865,0
12-20-2020,LAFD Fire Station 112,33.740618,-118.278525,0
12-20-2020,Lance Camper,34.665986,-118.12238700000002,0
12-20-2020,Langer's Deli,34.056152000000004,-118.276739,0
12-20-2020,LAPD Central Community Police Station,34.25307,-118.410418,0
12-20-2020,LAPD Foothill Community Police Station,34.25307,-118.410418,0
12-20-2020,LAPD Northeast Community Police Station,34.119495,-118.249796,0
12-20-2020,LAPD Van Nuys Community Police Station,34.183188,-118.444947,0
12-20-2020,LAX Terminal 4 - Areas USA,33.941169,-118.404341,0
12-20-2020,Level Furnishing,34.040365,-118.254306,0
12-20-2020,Lexus of Cerritos,33.861034000000004,-118.098842,0
12-20-2020,Lincare,34.243309,-118.603796,0
12-20-2020,Little Caesars Pizza #5903,34.282096,-118.451751,0
12-20-2020,Los Amigos Restaurant,34.158387,-118.332828,0
12-20-2020,Louis Vuitton US Manufacturing - Irwindale,34.117971000000004,-117.811233,0
12-20-2020,"LYMI, Inc.",33.999035,-118.242865,0
12-20-2020,San Marino Manor,34.12294,-118.067834,0
12-20-2020,Royal Vista Care Center,34.095104,-118.112293,0
12-20-2020,Antelope Valley Foundation,34.698452,-118.133159,0
12-20-2020,Camp Rockey,34.134258,-117.794728,0
12-20-2020,Burbank Healthcare and Rehabilitation Center,34.162595,-118.311787,0
12-20-2020,Burlington Convalescent Hospital,34.052404,-118.27565,0
12-20-2020,California Healthcare and Rehabilitation Center,34.192328,-118.464648,0
